epoch,Long_lifetime_loss,Long_lifetime_mae,Ratio_loss,Ratio_mae,Short_lifetime_loss,Short_lifetime_mae,loss,val_Long_lifetime_loss,val_Long_lifetime_mae,val_Ratio_loss,val_Ratio_mae,val_Short_lifetime_loss,val_Short_lifetime_mae,val_loss
21,0.014147546142339706,0.05687140300869942,0.015304582193493843,0.05966982617974281,0.013966632075607777,0.05732662230730057,0.0434187576174736,0.5731952786445618,0.4593353867530823,0.12611064314842224,0.222762793302536,0.039117541164159775,0.18484970927238464,0.7384234070777893
22,0.01312142051756382,0.054885298013687134,0.014459042809903622,0.05784495174884796,0.012703821063041687,0.0545123815536499,0.040284283459186554,0.5620671510696411,0.45417314767837524,0.12572476267814636,0.22384880483150482,0.04227267578244209,0.19017267227172852,0.7300645112991333
23,0.012395280413329601,0.053324319422245026,0.013373841531574726,0.055649518966674805,0.011707186698913574,0.05218571424484253,0.0374763086438179,0.549929678440094,0.448129266500473,0.1260238140821457,0.2348278909921646,0.04954897612333298,0.2063237428665161,0.7255024313926697
24,0.011469090357422829,0.051350466907024384,0.012292426079511642,0.05333283543586731,0.010713129304349422,0.04979691281914711,0.03447464853525162,0.5360186696052551,0.44084423780441284,0.1266089826822281,0.24981039762496948,0.06806427985429764,0.2404794692993164,0.7306919097900391
25,0.010813004337251186,0.04994367063045502,0.011497213505208492,0.051596153527498245,0.009901946410536766,0.04783079773187637,0.032212164252996445,0.5182610750198364,0.4314267933368683,0.1279611438512802,0.2670152187347412,0.07899601012468338,0.25277042388916016,0.7252181768417358
26,0.01032271608710289,0.04878389462828636,0.011106060817837715,0.050499044358730316,0.009235380217432976,0.04613867029547691,0.03066415525972843,0.49179351329803467,0.4174698293209076,0.1291109174489975,0.28006938099861145,0.0941634327173233,0.2696589529514313,0.7150679230690002
27,0.009642060846090317,0.04711882025003433,0.009993677958846092,0.04794914275407791,0.008589115925133228,0.04444469138979912,0.02822485752403736,0.45831063389778137,0.39923369884490967,0.13112424314022064,0.2907589375972748,0.10601726174354553,0.2777329385280609,0.695452094078064
28,0.009135520085692406,0.04583893343806267,0.009562789462506771,0.046849314123392105,0.00799908209592104,0.042910609394311905,0.026697393506765366,0.4235338270664215,0.3794384300708771,0.1280059963464737,0.2888243794441223,0.11458864063024521,0.27874669432640076,0.6661284565925598
29,0.008720594458281994,0.04484504088759422,0.0089797368273139,0.0454576350748539,0.007573565933853388,0.04172886535525322,0.025273894891142845,0.3862800598144531,0.35766974091529846,0.12170319259166718,0.27944955229759216,0.11976633965969086,0.2685963809490204,0.6277496218681335
30,0.00829027034342289,0.043726809322834015,0.008478888310492039,0.04411148652434349,0.007146662566810846,0.04054781422019005,0.023915819823741913,0.34283339977264404,0.3321004807949066,0.11313106119632721,0.26050567626953125,0.12109637260437012,0.2603948414325714,0.5770608186721802
31,0.007934531196951866,0.04274433106184006,0.008241217583417892,0.04340634122490883,0.00687183253467083,0.03974929451942444,0.023047583177685738,0.29499170184135437,0.30473119020462036,0.1084684208035469,0.24490638077259064,0.116853728890419,0.24506868422031403,0.5203138589859009
32,0.007609822787344456,0.04186873137950897,0.007578379474580288,0.041666265577077866,0.006509651895612478,0.03870340436697006,0.02169785276055336,0.2480756938457489,0.27657216787338257,0.10500721633434296,0.2272351086139679,0.11124466359615326,0.235718235373497,0.4643276035785675
33,0.0072467210702598095,0.04085623472929001,0.007146755233407021,0.04043005034327507,0.006186567712575197,0.03774736449122429,0.020580045878887177,0.20299161970615387,0.245978444814682,0.10301382094621658,0.21232374012470245,0.10031213611364365,0.2198226898908615,0.4063175618648529
34,0.006991871166974306,0.040048930794000626,0.007042063400149345,0.04016011580824852,0.005908249411731958,0.036914486438035965,0.019942184910178185,0.17003051936626434,0.21986009180545807,0.10453898459672928,0.20776376128196716,0.08818915486335754,0.20404787361621857,0.36275866627693176
35,0.0068122209049761295,0.03950865566730499,0.00664513697847724,0.03903898224234581,0.005733004305511713,0.036375485360622406,0.019190363585948944,0.1421358436346054,0.19685395061969757,0.10565115511417389,0.20811302959918976,0.07878341525793076,0.1970423310995102,0.32657039165496826
36,0.006588053423911333,0.03881966322660446,0.006579815875738859,0.03873296082019806,0.005584633443504572,0.035915229469537735,0.018752502277493477,0.12422274798154831,0.18063825368881226,0.10432486236095428,0.1990652233362198,0.061294086277484894,0.1689782440662384,0.2898416817188263
37,0.006279406603425741,0.03792552649974823,0.006151981186121702,0.03746798262000084,0.005330489482730627,0.035067860037088394,0.017761876806616783,0.11316166073083878,0.17012041807174683,0.1044071689248085,0.2072501927614212,0.04967204108834267,0.15313470363616943,0.26724088191986084
38,0.00611984683200717,0.037403419613838196,0.005737830884754658,0.036181773990392685,0.005166893824934959,0.03453286364674568,0.0170245710760355,0.10438089072704315,0.16216395795345306,0.10247871279716492,0.20635654032230377,0.046476539224386215,0.15090154111385345,0.2533361613750458
39,0.005960696842521429,0.03687718138098717,0.0057424139231443405,0.03619563207030296,0.005020725075155497,0.034056346863508224,0.016723835840821266,0.09858201444149017,0.1576010286808014,0.0979737937450409,0.21567288041114807,0.045014023780822754,0.14848172664642334,0.24156983196735382
40,0.005765196401625872,0.036203574389219284,0.005431958008557558,0.03519851341843605,0.0048620314337313175,0.0335172601044178,0.016059184446930885,0.09560339897871017,0.1551237553358078,0.09532629698514938,0.23156864941120148,0.04212052747607231,0.1366974115371704,0.23305024206638336
41,0.005582541227340698,0.03565623611211777,0.005202988628298044,0.034405358135700226,0.0047452389262616634,0.03307902440428734,0.015530767850577831,0.08823170512914658,0.14873749017715454,0.09603065997362137,0.2557734251022339,0.03913581743836403,0.12180162966251373,0.22339816391468048
42,0.005449109710752964,0.03514416888356209,0.005123733542859554,0.034118954092264175,0.004634003154933453,0.032749153673648834,0.015206845477223396,0.07890971750020981,0.13984808325767517,0.09332069009542465,0.2650938630104065,0.03616190329194069,0.09666962921619415,0.20839230716228485
43,0.0053217909298837185,0.034719377756118774,0.004769020713865757,0.032952237874269485,0.004494021646678448,0.0322464257478714,0.01458483375608921,0.06946147233247757,0.1300380378961563,0.08105907589197159,0.2510947585105896,0.03313306346535683,0.09286554902791977,0.18365360796451569
44,0.005158877465873957,0.034128040075302124,0.0048179044388234615,0.03309231624007225,0.004349784459918737,0.031705908477306366,0.014326568692922592,0.060901690274477005,0.12081913650035858,0.08777645230293274,0.2688118517398834,0.03022843971848488,0.08861015737056732,0.1789066046476364
45,0.005039184354245663,0.03368876501917839,0.004622210282832384,0.03241864964365959,0.004276615101844072,0.03146020323038101,0.01393800787627697,0.05108876898884773,0.11009736359119415,0.07018334418535233,0.23448903858661652,0.02786806784570217,0.08509092777967453,0.14914017915725708
46,0.004870689939707518,0.033186476677656174,0.004337339662015438,0.031406059861183167,0.004188585095107555,0.031099366024136543,0.013396615162491798,0.042403798550367355,0.10024417191743851,0.04739274084568024,0.16080352663993835,0.02572767809033394,0.08169816434383392,0.11552421003580093
47,0.004807803314179182,0.032871801406145096,0.004248364362865686,0.031103113666176796,0.0040998016484081745,0.030756570398807526,0.013155968859791756,0.036096829921007156,0.09249374270439148,0.03851083666086197,0.09728258848190308,0.023612460121512413,0.07826587557792664,0.09822012484073639
48,0.0046817706897854805,0.032447487115859985,0.00420781783759594,0.030931243672966957,0.004022030625492334,0.030476797372102737,0.012911619618535042,0.029913632199168205,0.08429171144962311,0.03570583835244179,0.09253758192062378,0.02166593261063099,0.07479934394359589,0.08728539943695068
49,0.004565927665680647,0.03198395296931267,0.0040644193068146706,0.030367638915777206,0.003936438821256161,0.03012625314295292,0.012566786259412766,0.025177646428346634,0.07739223539829254,0.03211401030421257,0.0866190493106842,0.02017078921198845,0.0719546377658844,0.07746244966983795
50,0.004504070617258549,0.03171319514513016,0.004014309961348772,0.030196743085980415,0.0038884959649294615,0.029959624633193016,0.012406876310706139,0.02135712280869484,0.07102245092391968,0.02836107462644577,0.08085207641124725,0.018177378922700882,0.06793735921382904,0.0678955689072609
51,0.004400802776217461,0.031417835503816605,0.0037668109871447086,0.02922072634100914,0.003792693605646491,0.02958332747220993,0.011960308067500591,0.017734836786985397,0.06457386910915375,0.02497982233762741,0.07557278871536255,0.016425136476755142,0.06429683417081833,0.05913979932665825
52,0.00433831661939621,0.031110843643546104,0.0037320521660149097,0.02910846285521984,0.0037540397606790066,0.029429689049720764,0.011824408546090126,0.015065192244946957,0.05939298868179321,0.02109972946345806,0.06933772563934326,0.014566812664270401,0.060366567224264145,0.050731729716062546
53,0.004281343426555395,0.03085547685623169,0.0036651217378675938,0.028854308649897575,0.0037123574875295162,0.029228558763861656,0.011658822186291218,0.013218452222645283,0.05564020946621895,0.01874123327434063,0.06512295454740524,0.013079899363219738,0.056899432092905045,0.0450395867228508
54,0.004089588765054941,0.03010854870080948,0.0035549323074519634,0.02828594110906124,0.003603510092943907,0.028778618201613426,0.011248031631112099,0.011803730390965939,0.052635785192251205,0.016212360933423042,0.06066646799445152,0.01160898245871067,0.05324660241603851,0.03962507098913193
55,0.004067010246217251,0.02997712418437004,0.0035905255936086178,0.028467932716012,0.003591682529076934,0.028763122856616974,0.011249218136072159,0.010773759335279465,0.050518933683633804,0.014124331995844841,0.05634407326579094,0.009917800314724445,0.048916347324848175,0.034815892577171326
56,0.003969328477978706,0.029675759375095367,0.003350417595356703,0.027542594820261,0.0035039549693465233,0.028366928920149803,0.010823700577020645,0.009575679898262024,0.04758913815021515,0.012265793047845364,0.05272597819566727,0.008839716203510761,0.046008870005607605,0.03068118914961815
57,0.003907741978764534,0.029357004910707474,0.0032624672167003155,0.027195479720830917,0.003437195671722293,0.02810312621295452,0.010607404634356499,0.00894919689744711,0.046217262744903564,0.010429354384541512,0.04876628890633583,0.007634561974555254,0.0425582155585289,0.02701311558485031
58,0.003914563450962305,0.02937343530356884,0.0032813502475619316,0.02731090970337391,0.003443885827437043,0.028110723942518234,0.010639798827469349,0.00803400669246912,0.043517690151929855,0.009096886031329632,0.045508306473493576,0.006727247498929501,0.039903588593006134,0.023858141154050827
59,0.003761322470381856,0.028767652809619904,0.003190205432474613,0.026846038177609444,0.003366659628227353,0.027795545756816864,0.010318187065422535,0.007470817770808935,0.04156600311398506,0.008058741688728333,0.0428161695599556,0.0061743976548314095,0.038080066442489624,0.02170395664870739
60,0.003728461917489767,0.028568577021360397,0.003071833634749055,0.026392677798867226,0.003325454890727997,0.02758539468050003,0.010125750675797462,0.006663438864052296,0.03914478421211243,0.006632419768720865,0.038815662264823914,0.005444908514618874,0.04062348231673241,0.018740765750408173
61,0.0036597654689103365,0.028331289067864418,0.0031282231211662292,0.026583446189761162,0.003286972874775529,0.02741149067878723,0.010074961930513382,0.006039030849933624,0.03709258511662483,0.006098366342484951,0.03717345371842384,0.005225672386586666,0.043123990297317505,0.01736306957900524
62,0.0035990613978356123,0.028073618188500404,0.002978389384225011,0.025995800271630287,0.0032300481107085943,0.0271665770560503,0.009807499125599861,0.00557547714561224,0.035570789128541946,0.005189592484384775,0.03433830663561821,0.005054025445133448,0.04891916364431381,0.015819095075130463
63,0.003544369013980031,0.027782605960965157,0.0029479931108653545,0.025874966755509377,0.0031707552261650562,0.026889193803071976,0.009663118049502373,0.005269472952932119,0.03436905890703201,0.004719266667962074,0.03273898363113403,0.004824704956263304,0.04963616654276848,0.014813443645834923
64,0.0034621283411979675,0.027457578107714653,0.002804208779707551,0.025259263813495636,0.0031728397589176893,0.026907674968242645,0.009439175948500633,0.004800544120371342,0.032645463943481445,0.004447174724191427,0.0317683070898056,0.0042371670715510845,0.04075692966580391,0.013484884984791279
65,0.0034843420144170523,0.027543170377612114,0.0029220490250736475,0.025743277743458748,0.003146620700135827,0.02678057551383972,0.009553012438118458,0.004784401040524244,0.03262172266840935,0.004451142158359289,0.031908173114061356,0.003930800128728151,0.031755369156599045,0.013166341930627823
66,0.003384504234418273,0.027064800262451172,0.002706783590838313,0.02483040653169155,0.0030813466291874647,0.026471981778740883,0.009172635152935982,0.004519100766628981,0.031577061861753464,0.003998874220997095,0.030201638117432594,0.003745110472664237,0.03165995702147484,0.012263085693120956
67,0.0033655345905572176,0.02691960707306862,0.002744593657553196,0.02498648688197136,0.0030633544083684683,0.0264075119048357,0.009173482656478882,0.004608232993632555,0.031742680817842484,0.004010927397757769,0.030223360285162926,0.003628276754170656,0.02884642221033573,0.012247436679899693
68,0.0033033054787665606,0.026687700301408768,0.0026411365251988173,0.02447347529232502,0.003027727361768484,0.026219835504889488,0.00897216983139515,0.004381484817713499,0.030916891992092133,0.0039160773158073425,0.0298914797604084,0.0035540899261832237,0.02857169136404991,0.011851651594042778
69,0.00330138741992414,0.02672535926103592,0.002645813161507249,0.024537526071071625,0.003003115300089121,0.026115432381629944,0.008950316347181797,0.004452893976122141,0.03143351897597313,0.0038896803744137287,0.029779355973005295,0.0036410505417734385,0.038043614476919174,0.011983624659478664
70,0.003238164819777012,0.026338882744312286,0.0025955582968890667,0.024237852543592453,0.002971700858324766,0.025967633351683617,0.008805423974990845,0.00430888868868351,0.03089880384504795,0.0036778608337044716,0.028878774493932724,0.0033955073449760675,0.02783561497926712,0.011382256634533405
71,0.0031297621317207813,0.02592742070555687,0.002546804491430521,0.024068119004368782,0.0029484182596206665,0.025828329846262932,0.008624985814094543,0.004354323260486126,0.030866513028740883,0.003603733144700527,0.028673963621258736,0.0033678796608000994,0.027764860540628433,0.011325935833156109
72,0.0031369589269161224,0.025970375165343285,0.002609668066725135,0.024253079667687416,0.002915435004979372,0.02567923627793789,0.00866206269711256,0.0043930793181061745,0.03098830208182335,0.003412180347368121,0.02777644246816635,0.0033876874949783087,0.03276357427239418,0.011192947626113892
73,0.003110713791102171,0.025837551802396774,0.0024585106875747442,0.02367987111210823,0.0028874571435153484,0.025555206462740898,0.008456681855022907,0.004352787975221872,0.031042197719216347,0.0033462222199887037,0.02753284014761448,0.003383171046152711,0.034179214388132095,0.011082180775702
74,0.003053382970392704,0.02562490664422512,0.0024864561855793,0.023778926581144333,0.0028740903362631798,0.025468597188591957,0.008413929492235184,0.00446354178711772,0.03136363625526428,0.003391410456970334,0.027731550857424736,0.0032806587405502796,0.029886959120631218,0.01113561075180769
75,0.0030099765863269567,0.025408247485756874,0.0024215099401772022,0.023505061864852905,0.0028502484783530235,0.025331495329737663,0.008281734772026539,0.004380859900265932,0.031218208372592926,0.0033895904198288918,0.02779259718954563,0.0033668428659439087,0.03744041919708252,0.011137292720377445
76,0.0029516343493014574,0.025114383548498154,0.002361375605687499,0.023126332089304924,0.002794938627630472,0.025108570232987404,0.008107948116958141,0.004478698596358299,0.031399719417095184,0.0034062406048178673,0.028082937002182007,0.0033017590176314116,0.03489373251795769,0.011186698451638222
77,0.0029532501939684153,0.025068171322345734,0.0023724634665995836,0.023185864090919495,0.0027956978883594275,0.02504681423306465,0.008121412247419357,0.004490411840379238,0.03173314034938812,0.0035106593277305365,0.028407784178853035,0.003250408684834838,0.03275324031710625,0.0112514803186059
78,0.0028668271843343973,0.024725468829274178,0.0022699860855937004,0.02270299755036831,0.0027560752350836992,0.024896791204810143,0.00789288803935051,0.004546083975583315,0.03198457509279251,0.0033153812400996685,0.027463668957352638,0.0031810556538403034,0.027889052405953407,0.011042520403862
79,0.0028946581296622753,0.024776922538876534,0.0022180683445185423,0.02244707942008972,0.0027531872037798166,0.024845758453011513,0.007865915074944496,0.004491928033530712,0.03176232799887657,0.0032467027194797993,0.02723781019449234,0.0031349610071629286,0.028718989342451096,0.010873591527342796
80,0.0028485916554927826,0.024599013850092888,0.002219997113570571,0.022396240383386612,0.0027057859115302563,0.02461327612400055,0.007774375379085541,0.0047982544638216496,0.03345487266778946,0.0035516119096428156,0.02857086807489395,0.0032755478750914335,0.03574247285723686,0.011625413782894611
81,0.0027781741227954626,0.024303507059812546,0.002121501136571169,0.021990804001688957,0.0026987011078745127,0.024570127949118614,0.0075983768329024315,0.004821031354367733,0.033470671623945236,0.003582627745345235,0.028760671615600586,0.00311824819073081,0.030631961300969124,0.011521907523274422
82,0.0028154030442237854,0.024403154850006104,0.002169049344956875,0.022178424522280693,0.0027040159329771996,0.024607542902231216,0.007688468787819147,0.00467269029468298,0.032494768500328064,0.003451601369306445,0.028289249166846275,0.003215222852304578,0.03554031252861023,0.011339513584971428
83,0.0027246996760368347,0.023966128006577492,0.0021099799778312445,0.021865272894501686,0.0026555126532912254,0.024351609870791435,0.007490192074328661,0.004557364154607058,0.03221984580159187,0.003354112384840846,0.027793796733021736,0.003228567773476243,0.03744736313819885,0.01114004384726286
84,0.002738658571615815,0.024058854207396507,0.0021084530744701624,0.021844925358891487,0.002646468812599778,0.024282600730657578,0.007493580691516399,0.004607476759701967,0.03232201933860779,0.0031590540893375874,0.026986243203282356,0.0030163684859871864,0.02614588849246502,0.010782900266349316
85,0.0027325639966875315,0.024006815627217293,0.0021385611034929752,0.022038409486413002,0.0026355774607509375,0.024251356720924377,0.007506703492254019,0.004386166110634804,0.031526368111371994,0.0031598578207194805,0.026939542964100838,0.003164524445310235,0.03394871577620506,0.010710547678172588
86,0.002678286051377654,0.02374504692852497,0.0020205900073051453,0.021444721147418022,0.0026202527806162834,0.024171045050024986,0.007319129537791014,0.0045158215798437595,0.032295454293489456,0.003260980825871229,0.027393292635679245,0.0031521569471806288,0.03191748261451721,0.010928959585726261
87,0.0026212786324322224,0.023466629907488823,0.002047843299806118,0.021600278094410896,0.002573441481217742,0.02392805740237236,0.007242564577609301,0.004554820712655783,0.03221703693270683,0.0032258753199130297,0.027318580076098442,0.0031425850465893745,0.03316483646631241,0.010923280380666256
88,0.002638451522216201,0.023501381278038025,0.0020322094205766916,0.021453827619552612,0.0025853768456727266,0.024019861593842506,0.007256037555634975,0.004391781985759735,0.03148748725652695,0.003299203934147954,0.027484115213155746,0.0030489275231957436,0.03280284255743027,0.010739913210272789
89,0.002568555762991309,0.02321300469338894,0.0019265023292973638,0.02089652605354786,0.002527289791032672,0.023687291890382767,0.00702234823256731,0.004498044028878212,0.03199627622961998,0.0030895182862877846,0.026699045673012733,0.003048866055905819,0.033286042511463165,0.01063642930239439
90,0.0025588071439415216,0.02315599098801613,0.001975312363356352,0.02115262672305107,0.002538206521421671,0.02373887225985527,0.0070723253302276134,0.004530492704361677,0.032136451452970505,0.0030991539824754,0.0266947690397501,0.0032387643586844206,0.03890255093574524,0.01086841057986021
91,0.0025033936835825443,0.022882409393787384,0.0019388414220884442,0.021049749106168747,0.0025179423391819,0.023629100993275642,0.006960177328437567,0.004419504199177027,0.03153673931956291,0.00296004768460989,0.026010241359472275,0.003024208126589656,0.034313932061195374,0.010403760708868504
92,0.0025000451132655144,0.022808119654655457,0.0018147553782910109,0.020339610055088997,0.002475135028362274,0.023407578468322754,0.006789935287088156,0.0045258598402142525,0.03225792571902275,0.003211845876649022,0.027370793744921684,0.0029497742652893066,0.030526086688041687,0.010687479749321938
93,0.002497210167348385,0.022837812080979347,0.0018978180596604943,0.020791206508874893,0.0024842536076903343,0.023464389145374298,0.006879280786961317,0.004374430049210787,0.031231245025992393,0.002952864160761237,0.026192963123321533,0.0029116044752299786,0.025642119348049164,0.010238898918032646
94,0.002517075277864933,0.022921735420823097,0.001903198892250657,0.02080230973660946,0.0025118058547377586,0.023565946146845818,0.006932079326361418,0.0043589407578110695,0.031898122280836105,0.003224408719688654,0.027561374008655548,0.0028480691835284233,0.02528318203985691,0.010431419126689434
95,0.002459857380017638,0.02266562543809414,0.0018746927380561829,0.020673057064414024,0.0024451464414596558,0.023222919553518295,0.006779696326702833,0.004332647193223238,0.0314403772354126,0.002948845736682415,0.02620084583759308,0.002855726284906268,0.025278303772211075,0.010137218981981277
96,0.0024156116414815187,0.022406216710805893,0.0018624454969540238,0.02054053544998169,0.002448979066684842,0.023234566673636436,0.006727035157382488,0.00443207798525691,0.031859736889600754,0.002947006141766906,0.026188518851995468,0.00291688391007483,0.02581959217786789,0.010295968502759933
97,0.0024283681996166706,0.0224560908973217,0.0017611825605854392,0.02002069540321827,0.0024270194116979837,0.02311761863529682,0.006616570055484772,0.004274697043001652,0.031166398897767067,0.002938504097983241,0.026128927245736122,0.002804477233439684,0.025072215124964714,0.010017678141593933
98,0.002385343424975872,0.022251071408391,0.0018225559033453465,0.020330529659986496,0.0024192912969738245,0.02306467667222023,0.006627190392464399,0.004215102177113295,0.030698426067829132,0.0028534196317195892,0.025825131684541702,0.0028455022256821394,0.025307537987828255,0.009914024733006954
99,0.0024140181485563517,0.02235715091228485,0.0018305685371160507,0.020395224913954735,0.0024335018824785948,0.02312334254384041,0.006678088568150997,0.004159209318459034,0.03057904914021492,0.0025983413215726614,0.024416835978627205,0.0027874670922756195,0.024979623034596443,0.009545017965137959
100,0.0023713044356554747,0.022191986441612244,0.0017502042464911938,0.019983362406492233,0.002389147412031889,0.022929353639483452,0.006510655861347914,0.0040564038790762424,0.030186975374817848,0.002730235457420349,0.02513156272470951,0.0027335723862051964,0.024709125980734825,0.009520212188363075
101,0.0023652303498238325,0.02209499664604664,0.0018029462080448866,0.020185081288218498,0.0024037309922277927,0.02300063893198967,0.0065719070844352245,0.0041031804867088795,0.03023206815123558,0.002635571174323559,0.024708541110157967,0.0028192789759486914,0.025105170905590057,0.009558030404150486
102,0.0023008340504020452,0.021866999566555023,0.0016847909428179264,0.019582893699407578,0.0023666538763791323,0.022799421101808548,0.006352278869599104,0.004029177129268646,0.02976420894265175,0.0026537785306572914,0.024857789278030396,0.002737577771767974,0.02471284382045269,0.009420533664524555
103,0.0023004410322755575,0.021804045885801315,0.0017294626450166106,0.019820425659418106,0.0023570996709167957,0.02271246165037155,0.006387002766132355,0.004112600348889828,0.030423181131482124,0.002383367158472538,0.023259339854121208,0.0026898321229964495,0.02442803978919983,0.009185800328850746
104,0.002302522072568536,0.021765343844890594,0.0016776241827756166,0.01952286623418331,0.002337959362193942,0.022620823234319687,0.006318105850368738,0.004106111358851194,0.03036446124315262,0.0025716745294630527,0.024342764168977737,0.0027892529033124447,0.03009999357163906,0.009467039257287979
105,0.0022889694664627314,0.021737024188041687,0.0016918587498366833,0.01958991400897503,0.0023385577369481325,0.022610265761613846,0.006319385953247547,0.0038814132567495108,0.02947215922176838,0.0024362006224691868,0.023730525746941566,0.002715027891099453,0.02568812482059002,0.009032641537487507
